"Data Source","World Development Indicators",

"Last Updated Date","2025-04-15",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020","2021","2022","2023","2024",
"Aruba","ABW","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Eastern and Southern","AFE","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","3.7715583426097","3.47791544468702","3.53532627926945","4.728056357946","9.29321652868522","3.47687688377699","3.3319160415168","4.1271731312811","3.43215391225874","4.38252984066758","5.05073314328639","7.13259125888105","3.4911944517593","5.0875049307922","6.0246124899831","4.37385188357416","4.41501092987446","3.64562399002771","5.16661247412758","5.71545887573058","10.9916519211864","18.3447902899937","31.4535134114077","27.5031593432201","34.2372197242519","23.6921664469499","25.8487491981523","18.5304731533528","18.6506427274852","19.9825098582462","24.0249859500406","30.5402822433096","41.0251062041117","26.6153208417668","29.4426023484701","28.1498598550937","24.8094385779695","24.452064443526","26.11154384196","31.5530945312459","38.0722040380327","25.5715358286927","41.4122651751597","32.5396645191588","33.9156128066923","28.1820079291621","25.3816915621571","","",
"Afghanistan","AFG","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Africa Western and Central","AFW","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4.77297106782037","1.21071670515924","2.41205899946635","3.94204645042213","5.72924424279616","3.95836694831506","4.7797185433393","2.14645320626635","1.65874073133779","2.82505400158218","5.357218033275","8.03539858960757","10.0032159427318","18.3816342617961","30.8682365136553","11.9727054344652","8.8404106008728","8.8309910408847","","","7.5052607393787","7.46763388776244","5.33849477271412","5.8679254180901","8.204806","5.40716909277591","3.73996791296479","1.12601227130495","2.34580358063419","","",
"Angola","AGO","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Albania","ALB","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Andorra","AND","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Arab World","ARB","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","18.5556382213547","41.6353944111652","69.9659935458757","74.6720406272248","32.6630109438518","","","5.16435223610411","7.17632110400309","8.21820063533293","55.6158494821254","68.6485839383773","41.9230323702371","34.2987666598682","72.9840385079525","50.9074310652185","42.0383903487483","50.9402623424812","85.0993411571276","58.7393958008678","76.4868612140011","57.3765547051556","44.6849286151628","30.5705886139666","27.4718303956095","9.48007124720657","18.3568167600335","21.6581417084814","17.4862332587496","","",
"United Arab Emirates","ARE","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","37.7196376404332","66.2622830488779","47.5988824394209","21.0795572251617","16.0086485540665","17.7165681482458","","71.0393204963935","29.4057953856178","23.2010640991652","19.0300386607049","10.990637","11.8513267","12.722248","21.557837","16.7672495","","",
"Argentina","ARG","Stocks traded, turnover ratio of domestic shares (%)","CM.MKT.TRNR","","","","","","","","","","","","","","","","","","28.7087087087087","19.6056589060933","34.0636039130898","28.1928746618119","13.1819256139748","24.966594716826","12.6741158054952","21.6366276586658","23.30302628412","15.0364880918708","10.1528068653791","167.391304347826","12.3854315528774","22.1494758387962","24.4032361035854","84.5112253062057","112.959209684372","306.038972311431","84.4372902869962","70.0421884282209","64.4817672359597","57.4958087742209","21.2402936707374","19.9514870851107","19.9556673855739","7.05213927946412","8.37131536218996","11.2121608508871","11.0479866695524","6.61198556678135","8.48955040602655","8.37533211745139","3.30218015417228","3.9818469126561","5.63176187861392","4.26842992577672","4.2130097868761","5.85700119251026","4.80954448261261","5.32936562028847","5.35915768753725","9.9403","7.5732","8.8368","6.2739","15.0349","","",
